source_import,config_id,objects,mean_cnr,min_cnr,mean_psnr,min_psnr,mean_ssim,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0503,1,9.8367338180542,9.8367338180542,7.257618427276611,7.257618427276611,0.1858889311552047,33,0.00045,0.55,0.5,0.14,24,3,0.1,nlm,3,0.064,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0635,1,9.835926055908203,9.835926055908203,7.588727951049805,7.588727951049805,0.1854292005300521,33,0.0005,0.55,0.5,0.15,24,3,0.08,nlm,3,0.064,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0406,1,9.83408260345459,9.83408260345459,7.483956813812256,7.483956813812256,0.1848209500312805,32,0.0005,0.55,0.5,0.15,24,3,0.06,nlm,3,0.064,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0582,1,9.82954216003418,9.82954216003418,7.509939193725586,7.509939193725586,0.1880975663661956,33,0.0005,0.55,0.5,0.14,24,3,0.06,nlm,3,0.062,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0594,1,9.828218460083008,9.828218460083008,7.477551460266113,7.477551460266113,0.1873887181282043,33,0.0005,0.55,0.5,0.14,24,3,0.08,nlm,3,0.062,5,6,0.05,0.015
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0191,1,9.82692050933838,9.82692050933838,7.45109748840332,7.45109748840332,0.1878830641508102,31,0.0005,0.55,0.5,0.15,24,3,0.06,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0474,1,9.82653522491455,9.82653522491455,7.418814659118652,7.418814659118652,0.1882482171058654,33,0.00045,0.55,0.5,0.14,24,3,0.06,nlm,3,0.062,5,6,0.05,0.015
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0606,1,9.823348999023438,9.823348999023438,7.4445295333862305,7.4445295333862305,0.1867660731077194,33,0.0005,0.55,0.5,0.14,24,3,0.1,nlm,3,0.062,5,6,0.05,0.015
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0486,1,9.8225679397583,9.8225679397583,7.334989547729492,7.334989547729492,0.1875244230031967,33,0.00045,0.55,0.5,0.14,24,3,0.08,nlm,3,0.062,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0083,1,9.822370529174805,9.822370529174805,7.42559003829956,7.42559003829956,0.188108742237091,31,0.00045,0.55,0.5,0.15,24,3,0.06,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0534,1,9.822141647338867,9.822141647338867,7.373188018798828,7.373188018798828,0.1857658326625824,33,0.00045,0.55,0.5,0.15,24,3,0.1,nlm,3,0.062,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0478,1,9.820586204528809,9.820586204528809,7.404038429260254,7.404038429260254,0.1852147132158279,33,0.00045,0.55,0.5,0.14,24,3,0.06,nlm,3,0.064,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0203,1,9.819869041442873,9.819869041442873,7.376723289489746,7.376723289489746,0.1872532069683075,31,0.0005,0.55,0.5,0.15,24,3,0.08,nlm,3,0.064,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0586,1,9.818961143493652,9.818961143493652,7.491761207580566,7.491761207580566,0.1850359737873077,33,0.0005,0.55,0.5,0.14,24,3,0.06,nlm,3,0.064,5,6,0.05,0.015
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0401,1,9.818045616149902,9.818045616149902,7.479203224182129,7.479203224182129,0.1858332455158233,32,0.0005,0.55,0.5,0.15,24,3,0.06,nlm,3,0.062,5,6,0.05,0.01
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0642,1,9.817400932312012,9.817400932312012,7.583047866821289,7.583047866821289,0.1855947226285934,33,0.0005,0.55,0.5,0.15,24,3,0.1,nlm,3,0.062,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0418,1,9.816801071166992,9.816801071166992,7.444412708282471,7.444412708282471,0.1840333938598632,32,0.0005,0.55,0.5,0.15,24,3,0.08,nlm,3,0.064,5,6,0.05,0.015
