object,family,K_eff,basis,rho,s,seed,W,photon_budget,lambda_bar,zero_fraction,method,gain_rel_mse,log_gain_mse,fisher_reference,fisher_reference_nominal
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,soft_log_calibrated,0.00795395086194375,0.008355297406819097,0.007823893330274237,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,soft_log_calibrated_carrier_oracle,0.008083501760799519,0.008448113758248096,0.007823893330274237,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,naive_log,0.09567215301108763,0.1241287959745185,0.007823893330274237,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,anscombe,0.00586920278772751,0.0060700427763989775,0.007823893330274237,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,soft_log,0.006300178180041889,0.006749802977261173,0.0039119466651371185,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,soft_log_calibrated,0.006347471641516842,0.006806010721111446,0.0039119466651371185,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,soft_log_calibrated_carrier_oracle,0.006289047482677991,0.006740943144028245,0.0039119466651371185,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,naive_log,0.026932093320153765,0.033456862616194426,0.0039119466651371185,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,anscombe,0.00535029137284413,0.005631117805852336,0.0039119466651371185,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,soft_log,0.001956091009247914,0.0020212862830416944,0.0019559733325685592,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,soft_log_calibrated,0.001947905102273381,0.0020123354097814268,0.0019559733325685592,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,soft_log_calibrated_carrier_oracle,0.001935449289855549,0.0020146342588673962,0.0019559733325685592,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,naive_log,0.0023233181071985426,0.0024241651689304354,0.0019559733325685592,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,anscombe,0.001873444483531874,0.0019285071347430905,0.0019559733325685592,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,16.0,15.99901294708252,0.0,soft_log,0.0014147329753590302,0.001423774902438266,0.0009779866662842796,0.000976622748645833
