sigma_a,rho,seed,object,rel_mse_raw
0.5,0.03,3,5,0.4934511881720852
0.5,0.03,3,6,0.48462122119519024
0.5,0.03,3,7,0.5267529212360681
0.5,0.03,3,8,0.5043874764341205
0.5,0.03,3,9,0.5066149165174052
0.5,0.03,4,0,0.4923020091076532
0.5,0.03,4,1,0.49802487261491696
0.5,0.03,4,2,0.47856936970339015
0.5,0.03,4,3,0.5095086620158299
0.5,0.03,4,4,0.5442038491433289
0.5,0.03,4,5,0.4934512358487673
0.5,0.03,4,6,0.4846211909928178
0.5,0.03,4,7,0.5267529289899995
0.5,0.03,4,8,0.5043874943262113
0.5,0.03,4,9,0.5066149475023258
0.5,0.1,0,0,0.4923019998106907
0.5,0.1,0,1,0.4980248857252069
0.5,0.1,0,2,0.47856937080497036
0.5,0.1,0,3,0.5095086553541577
0.5,0.1,0,4,0.544203844910201
0.5,0.1,0,5,0.49345122458406865
0.5,0.1,0,6,0.4846212652965033
0.5,0.1,0,7,0.5267529654332654
0.5,0.1,0,8,0.5043874767440858
0.5,0.1,0,9,0.5066149307987229
0.5,0.1,1,0,0.4923020417061389
0.5,0.1,1,1,0.4980248823847725
0.5,0.1,1,2,0.47856933647131733
0.5,0.1,1,3,0.5095086293440831
0.5,0.1,1,4,0.5442038137559977
0.5,0.1,1,5,0.49345116790188626
0.5,0.1,1,6,0.48462129363996875
0.5,0.1,1,7,0.5267528566776618
0.5,0.1,1,8,0.5043874911491664
0.5,0.1,1,9,0.5066149289961674
0.5,0.1,2,0,0.4923020158403672
0.5,0.1,2,1,0.49802489414373435
0.5,0.1,2,2,0.4785693437035846
0.5,0.1,2,3,0.5095086438650703
0.5,0.1,2,4,0.5442037975037051
0.5,0.1,2,5,0.4934512319864183
0.5,0.1,2,6,0.4846212997557155
0.5,0.1,2,7,0.5267528740160258
0.5,0.1,2,8,0.5043874150015002
0.5,0.1,2,9,0.5066149320315997
0.5,0.1,3,0,0.4923020164973262
0.5,0.1,3,1,0.49802488024536806
0.5,0.1,3,2,0.4785693398451867
0.5,0.1,3,3,0.5095086167025602
0.5,0.1,3,4,0.5442037693556503
0.5,0.1,3,5,0.4934511581607882
0.5,0.1,3,6,0.48462133800032187
0.5,0.1,3,7,0.5267528189305472
0.5,0.1,3,8,0.5043874738695837
0.5,0.1,3,9,0.5066149693508667
0.5,0.1,4,0,0.4923020155328528
0.5,0.1,4,1,0.49802487430208847
0.5,0.1,4,2,0.4785693671525895
0.5,0.1,4,3,0.5095086726435972
0.5,0.1,4,4,0.544203811922444
0.5,0.1,4,5,0.4934512005000949
0.5,0.1,4,6,0.48462121297811234
0.5,0.1,4,7,0.5267528042851525
0.5,0.1,4,8,0.5043874081379789
0.5,0.1,4,9,0.5066149725040123
0.5,0.3,0,0,0.4923020417353957
0.5,0.3,0,1,0.4980248943155587
0.5,0.3,0,2,0.4785693382701343
0.5,0.3,0,3,0.5095086697489103
0.5,0.3,0,4,0.5442038509623641
0.5,0.3,0,5,0.4934511551491411
0.5,0.3,0,6,0.48462119520684743
0.5,0.3,0,7,0.5267528460969164
0.5,0.3,0,8,0.5043874647000245
0.5,0.3,0,9,0.5066149300660686
0.5,0.3,1,0,0.49230200021465154
0.5,0.3,1,1,0.4980248695678261
0.5,0.3,1,2,0.4785693509945023
0.5,0.3,1,3,0.5095086834767214
0.5,0.3,1,4,0.5442037976539321
0.5,0.3,1,5,0.4934511416589449
0.5,0.3,1,6,0.48462121781579126
0.5,0.3,1,7,0.5267529300845671
0.5,0.3,1,8,0.5043874649163326
0.5,0.3,1,9,0.5066149753271512
0.5,0.3,2,0,0.49230200722358813
0.5,0.3,2,1,0.4980248898398596
0.5,0.3,2,2,0.47856935719983057
0.5,0.3,2,3,0.5095086266087537
0.5,0.3,2,4,0.5442037721565478
0.5,0.3,2,5,0.4934511882906051
0.5,0.3,2,6,0.4846212121401392
0.5,0.3,2,7,0.5267528764397533
0.5,0.3,2,8,0.504387459465507
0.5,0.3,2,9,0.5066149691202428
0.5,0.3,3,0,0.4923020418816701
0.5,0.3,3,1,0.49802488753117213
0.5,0.3,3,2,0.47856934050169425
0.5,0.3,3,3,0.509508652325392
0.5,0.3,3,4,0.5442037484759528
0.5,0.3,3,5,0.4934512147164659
0.5,0.3,3,6,0.4846212646698034
0.5,0.3,3,7,0.5267528064767936
0.5,0.3,3,8,0.5043874783916873
0.5,0.3,3,9,0.5066149732884673
0.5,0.3,4,0,0.4923020236346123
0.5,0.3,4,1,0.49802490397529553
0.5,0.3,4,2,0.47856933757126985
0.5,0.3,4,3,0.509508606273576
0.5,0.3,4,4,0.5442038661496768
0.5,0.3,4,5,0.4934512191906722
0.5,0.3,4,6,0.4846211716734872
0.5,0.3,4,7,0.526752902519755
0.5,0.3,4,8,0.504387451337741
0.5,0.3,4,9,0.5066149647086186
0.5,1.0,0,0,0.49230201841348786
0.5,1.0,0,1,0.49802487492125497
0.5,1.0,0,2,0.4785693605756125
0.5,1.0,0,3,0.5095086964520743
0.5,1.0,0,4,0.5442038352569813
0.5,1.0,0,5,0.49345122162725563
0.5,1.0,0,6,0.484621180441317
0.5,1.0,0,7,0.5267529193235816
0.5,1.0,0,8,0.5043874578908406
0.5,1.0,0,9,0.50661497875727
0.5,1.0,1,0,0.4923020303351328
0.5,1.0,1,1,0.498024875981779
0.5,1.0,1,2,0.47856933343198244
0.5,1.0,1,3,0.5095086288111818
0.5,1.0,1,4,0.5442037910414652
0.5,1.0,1,5,0.49345114908695625
0.5,1.0,1,6,0.48462118616575334
0.5,1.0,1,7,0.52675287513541
0.5,1.0,1,8,0.504387445679208
0.5,1.0,1,9,0.5066149609412923
0.5,1.0,2,0,0.4923020033084792
0.5,1.0,2,1,0.49802490566204355
0.5,1.0,2,2,0.47856935552509133
0.5,1.0,2,3,0.5095086216086216
0.5,1.0,2,4,0.5442038096189709
0.5,1.0,2,5,0.49345121504384076
0.5,1.0,2,6,0.48462126075708456
0.5,1.0,2,7,0.5267528915046792
0.5,1.0,2,8,0.504387432472662
0.5,1.0,2,9,0.506614980151038
0.5,1.0,3,0,0.49230201587890277
0.5,1.0,3,1,0.4980248798177851
0.5,1.0,3,2,0.478569339600381
0.5,1.0,3,3,0.509508655713184
0.5,1.0,3,4,0.5442037997562645
0.5,1.0,3,5,0.4934512188248707
0.5,1.0,3,6,0.4846211695207177
0.5,1.0,3,7,0.5267528854347915
0.5,1.0,3,8,0.5043874655971244
0.5,1.0,3,9,0.5066149582424688
0.5,1.0,4,0,0.49230199525920676
0.5,1.0,4,1,0.49802490062625593
0.5,1.0,4,2,0.478569338632685
0.5,1.0,4,3,0.5095086648259679
0.5,1.0,4,4,0.5442037925405905
0.5,1.0,4,5,0.4934512256626847
0.5,1.0,4,6,0.4846211867132752
0.5,1.0,4,7,0.526752868230228
0.5,1.0,4,8,0.5043875348234667
0.5,1.0,4,9,0.5066149474030225
0.5,3.0,0,0,0.49230202233403225
0.5,3.0,0,1,0.4980248874546692
0.5,3.0,0,2,0.4785693504692829
0.5,3.0,0,3,0.5095086407249363
0.5,3.0,0,4,0.5442038334254288
0.5,3.0,0,5,0.493451225876123
0.5,3.0,0,6,0.48462130029492684
0.5,3.0,0,7,0.5267529390758434
0.5,3.0,0,8,0.5043875731065105
0.5,3.0,0,9,0.506614991556894
0.5,3.0,1,0,0.49230200868203283
0.5,3.0,1,1,0.49802485732894586
0.5,3.0,1,2,0.4785693288478494
0.5,3.0,1,3,0.5095086494436962
0.5,3.0,1,4,0.5442037861938718
0.5,3.0,1,5,0.49345125763856196
0.5,3.0,1,6,0.4846212827872125
0.5,3.0,1,7,0.526752922903375
0.5,3.0,1,8,0.5043874750679092
0.5,3.0,1,9,0.5066149535464027
0.5,3.0,2,0,0.49230200134740576
0.5,3.0,2,1,0.4980248844334281
0.5,3.0,2,2,0.4785693510048534
0.5,3.0,2,3,0.5095086450992393
0.5,3.0,2,4,0.5442037711248233
0.5,3.0,2,5,0.49345117547749107
0.5,3.0,2,6,0.4846212161272954
0.5,3.0,2,7,0.5267529000542327
0.5,3.0,2,8,0.5043874580924804
0.5,3.0,2,9,0.5066149404930287
0.5,3.0,3,0,0.49230202591631866
0.5,3.0,3,1,0.4980248672473438
0.5,3.0,3,2,0.47856936171862097
0.5,3.0,3,3,0.5095086689346645
0.5,3.0,3,4,0.5442038487258297
0.5,3.0,3,5,0.4934512622836839
0.5,3.0,3,6,0.48462112176786404
0.5,3.0,3,7,0.526752888096847
0.5,3.0,3,8,0.5043874472093031
0.5,3.0,3,9,0.5066149274671236
0.5,3.0,4,0,0.49230202356285274
0.5,3.0,4,1,0.4980248855286951
0.5,3.0,4,2,0.4785693087151823
0.5,3.0,4,3,0.509508628677671
0.5,3.0,4,4,0.544203866741835
0.5,3.0,4,5,0.4934512745646092
0.5,3.0,4,6,0.4846211653041978
0.5,3.0,4,7,0.5267529345750951
0.5,3.0,4,8,0.5043875053230487
0.5,3.0,4,9,0.5066149289083848
0.5,10.0,0,0,0.49230203470282735
0.5,10.0,0,1,0.49802489004388506
0.5,10.0,0,2,0.47856934995101136
0.5,10.0,0,3,0.5095086624289329
0.5,10.0,0,4,0.5442037458743526
0.5,10.0,0,5,0.4934512662253944
0.5,10.0,0,6,0.4846212675820159
0.5,10.0,0,7,0.5267528644330133
0.5,10.0,0,8,0.5043874675481501
0.5,10.0,0,9,0.5066149730747519
0.5,10.0,1,0,0.4923020103494402
0.5,10.0,1,1,0.4980248847095954
0.5,10.0,1,2,0.47856934977723614
0.5,10.0,1,3,0.5095086528402084
0.5,10.0,1,4,0.5442037827954794
0.5,10.0,1,5,0.49345119858789704
0.5,10.0,1,6,0.4846212193673454
0.5,10.0,1,7,0.5267529731242088
0.5,10.0,1,8,0.5043874393620685
0.5,10.0,1,9,0.5066149059254106
0.5,10.0,2,0,0.4923020225522306
0.5,10.0,2,1,0.49802487887736335
0.5,10.0,2,2,0.47856932732306384
0.5,10.0,2,3,0.509508699695489
0.5,10.0,2,4,0.544203813527593
0.5,10.0,2,5,0.49345118397487864
0.5,10.0,2,6,0.4846211695948679
0.5,10.0,2,7,0.526752819029539
0.5,10.0,2,8,0.5043874158379721
0.5,10.0,2,9,0.506614998741076
0.5,10.0,3,0,0.4923020199488111
0.5,10.0,3,1,0.498024886667064
0.5,10.0,3,2,0.47856936840521896
0.5,10.0,3,3,0.5095086983631497
0.5,10.0,3,4,0.5442038182428198
0.5,10.0,3,5,0.49345126738174383
0.5,10.0,3,6,0.4846212274332161
0.5,10.0,3,7,0.5267528762581942
0.5,10.0,3,8,0.504387407935074
0.5,10.0,3,9,0.5066149637830767
0.5,10.0,4,0,0.49230199162943755
0.5,10.0,4,1,0.4980248765422118
0.5,10.0,4,2,0.4785693377189845
0.5,10.0,4,3,0.5095086685889934
0.5,10.0,4,4,0.544203748921268
0.5,10.0,4,5,0.4934512074947255
0.5,10.0,4,6,0.4846212194153664
0.5,10.0,4,7,0.5267528431230248
0.5,10.0,4,8,0.5043875464049565
0.5,10.0,4,9,0.5066149301042864
